id	tweet	created_at	Fcount	Rcount	Glocation	country	username
536865929284428000	Arjuna beta- a song from a mother to her daughter.	Mon Nov 24 18:26:26 IST 2014	0	0	2.951093,101.718721	Malaysia	Haziq376
536865936687776000	When people assume I have a 'type' listen if your orange with purple hair and are still an absolute spice I'll date ya simple!	Mon Nov 24 18:26:28 IST 2014	0	0	53.402522,-1.508193	United Kingdom	Makyla Munroe
536865952559026000	@Pharrell x @Caradelevingne for @KarlLagerfeld #cctheworld #caraxpharrell via @DazedMagazine http://t.co/m847ULvZRZ	Mon Nov 24 18:26:32 IST 2014	0	0	51.519326,-0.203819	United Kingdom	Georgie MacEchern
536865952722592000	Binnenkijken bij het penthouse van Marjan Strijbosch @EDtvnl @Metruud #Eindhoven http://t.co/AQUZ0rU44l	Mon Nov 24 18:26:32 IST 2014	0	0	51.466101,5.79654	Nederland	Anke Verbakel
536865957839643000	A sort of #Shazam #Shazam for #nature an #app to identify bird songs: http://t.co/ExE28AV3xG  /	Mon Nov 24 18:26:33 IST 2014	0	0	45.457777,9.187699	Italia	Paolo Fior
536865968052392000	"#??????  #Follow ????????To Palestinian singer Laith ????????@laith_official http://t.co/v7J512Yy6J http://t.co/tbbI4P9X2I"""	Mon Nov 24 18:26:35 IST 2014	0	0	33.863261,35.499165	Lebanon	Israa Abdellatif
536865971018138000	I'm at Miu Home Music Studio (Miu'Empire) - @muimyself in Bandung, Indonesia http://t.co/vz8GtMjXyU	Mon Nov 24 18:26:36 IST 2014	0	0	-7.036892,107.593618	Indonesia	Mai banjaran
536865971362095000	Let Live is my song right now	Mon Nov 24 18:26:36 IST 2014	0	0	52.728827,-2.317053	United Kingdom	elle
536865973249143000	Istirahat dulu sejenak ???? (with Novi Ambar and alman at Kampung Sumber Alam Resort Air Panas Gunung Guntur) ??? https://t.co/BCrsExGJz0	Mon Nov 24 18:26:37 IST 2014	0	0	-7.17832,107.87261	Indonesia	Ridwan fachroby
536865981310964000	Amanh?? vou no cinema ver annabelle j?? qro q chegue	Mon Nov 24 18:26:39 IST 2014	0	0	-21.134421,-42.376965	Brasil	kah
536865989418570000	no...just no???????? the radio finds a way to ruin every song http://t.co/LajnwPJi5Y	Mon Nov 24 18:26:41 IST 2014	0	0	40.667458,-73.565129	United States	Danielle
536865991603405000	???????????????????????? ???????? @ Hard Rock Hotel Pattaya http://t.co/X1fGdiiLaT	Mon Nov 24 18:26:41 IST 2014	0	0	12.939484,100.884679	???????????????????????????	???????? ??????????????
536865992538739000	I'm cool with telling a cabbie to round up the fare if I'm down with him, but don't fucking short change me unless I say it's okay	Mon Nov 24 18:26:41 IST 2014	0	0	-33.8055,151.160928	Australia	Jasmin Lee
536865999409005000	@TheGenAboveMe @janmoran I think that is a good number :)	Mon Nov 24 18:26:43 IST 2014	0	0	30.081178,-95.589721	United States	Julie S.
536866002202395000	I got Sehun PC from Overdose Album...Anyone willing to trade with Baekhyun here??INA Only...Please mention me^^	Mon Nov 24 18:26:44 IST 2014	0	0	-4.131631,120.03036	Indonesia	EverLastingFriendsSJ
536866005062918000	My roommate had the same classical piece on repeat for the last hour and a half ????	Mon Nov 24 18:26:44 IST 2014	0	0	21.29469,-157.813085	United States	Tsunami
536866006979711000	@triayu_15 @theacarolina1 buah apel di air payau. Gak level la yauuuu	Mon Nov 24 18:26:45 IST 2014	0	0	-3.439267,104.232862	Indonesia	ya.
536866010985681000	walking in the air	Mon Nov 24 18:26:46 IST 2014	0	0	52.623211,-1.150024	United Kingdom	T
536866016580887000	#Espa??a: El escritor Juan Goytisolo (Barcelona, 1931) gana Premio Miguel de Cervantes http://t.co/NgmWZXn3Dx http://t.co/pivCEkSYHj #ElPais	Mon Nov 24 18:26:47 IST 2014	0	0	13.684412,-89.238655	El Salvador	TCS noticias
536866021819163000	@ARTSY_9 I think if we r frdzz than not need of yr thanks... Bcz u r really very sweet n cutie expression girl :-) :-) :-)	Mon Nov 24 18:26:48 IST 2014	0	0	23.057502,72.554426	India	??? R??m?????T?? Hero ???
536866039259497000	Lol at music awards, Iggy &1D are literal trash. 1D wins a 'best rock group' award hahahahahah	Mon Nov 24 18:26:52 IST 2014	0	0	42.326366,-71.333863	United States	kb
536866040689336000	@ika_minho jangan menangis nanti aku terasa nak lap air mata mu ????	Mon Nov 24 18:26:53 IST 2014	0	0	3.125999,101.647909	Malaysia	Matta
536866045433508000	Quand le vois #AndrewLincoln dans ses anciens films et en mode Rick dans #TWD sa n'a rien a voir !	Mon Nov 24 18:26:54 IST 2014	0	0	48.915014,2.565086	France	La Blanche Colombe
536866047048307000	Praise ye the Lord. BLESSED is the man that FEARETH the Lord, that DELIGHTETH greatly in his commandments. Psalm 112:1	Mon Nov 24 18:26:54 IST 2014	0	0	26.005102,-80.225696	United States	Caleb Martinez
536866067440603000	MASKIN NAABUTAN KO SANG TIME SA MT LAWS KGNA BAL AN KO GD MY BETTER PLANS SI GOD SA AKON..  i crriiii so hard.. efforts ko plsss	Mon Nov 24 18:26:59 IST 2014	0	0	10.717497,122.55841	Republic of the Philippines	Kyle Caesar
536866068229530000	Film a little thing called love mewakili banyak perasaan sepertinya. Masih suka aja nonton walaupun sudah berkali-kali ckck	Mon Nov 24 18:26:59 IST 2014	0	0	4.08499,117.70622	Indonesia	AULIA AMIN
536866072129835000	@wildforyoon: just read this fanaccount about #WINNER from the AKMU concert earlier tonight. http://t.co/tceyuGQMnO	Mon Nov 24 18:27:00 IST 2014	0	0	-8.12421,112.571682	Indonesia	cimol
536866079134741000	Ganguzza is the real mvp for playing christmas music during gym	Mon Nov 24 18:27:02 IST 2014	0	0	40.924837,-74.671244	United States	rachel
536866079490847000	So after signing HamRam the Sox sign Sandoval too? Do they want him to be their number 4 starter?	Mon Nov 24 18:27:02 IST 2014	0	0	40.432991,-86.914168	United States	Robb Woodcock
536866086667694000	@pogozelski worddd :) and chriss! You still have my number right?	Mon Nov 24 18:27:04 IST 2014	0	0	41.370583,-73.147291	United States	Courtney Hylwa ??????
536866101377118000	?????????????????????????????? ?????????????????????????????????first aid ??????????????????????????????????????? short film #?????????????????????????????????????????????=??????????????????????????? http://t.co/KVbHsxYyc3	Mon Nov 24 18:27:07 IST 2014	0	0	16.478985,102.812034	???????????????????????????	??????????????????
536866101838504000	@GraemeBandeira his first touch from the Neymar lay off is absolutely sublime. Messi es Dios!	Mon Nov 24 18:27:07 IST 2014	0	0	54.949061,-1.577741	United Kingdom	Craig McGeough
536866102354383000	@BrendanMorgan5 @T_Papii Yeah You Have Too.If You Making A Trap Song You Need Me And @sir_beckalot	Mon Nov 24 18:27:07 IST 2014	0	0	40.331907,-76.003116	United States	TUNECHI
536866127251771000	Listen to Al.Holla x Beast Mode (prod. by Ear2thaBeat) by Al_Holla973 #np on #SoundCloudhttp://t.co/0WV4foseov #Mondays #beastmode #alholla	Mon Nov 24 18:27:13 IST 2014	0	0	40.919843,-74.062389	United States	Al Holla
536866130116084000	Akhirny nonton yang ke 3 ... ??? The Hunger Games: Mockingjay - Part 1 (at Cinema 21 jatos) ??? https://t.co/7MzydiqPKY	Mon Nov 24 18:27:14 IST 2014	0	0	-6.93546,107.7686	Indonesia	Aneu D.A
536866129818694000	Estreno Mundial Del Video Oficial de #ELLAESMIFIESTA Mas profundo @carlosvives	Mon Nov 24 18:27:14 IST 2014	0	0	10.95828,-74.794242	Colombia	luis pe??arredonda
536866130871484000	#music #hiphop #training #motivation @ PROFORM http://t.co/ebV5yZ5Phx	Mon Nov 24 18:27:14 IST 2014	0	0	41.311336,69.274405	Uzbekistan	PROFORM
536866131282498000	tava pensando em ir ao cinema hoje mas to hiper cansada ainda	Mon Nov 24 18:27:14 IST 2014	0	0	-22.917557,-43.393985	Brasil	Let??cia Jardim
536866132733329000	???RT this and tag a friend that you want to bring to the #ACCESStoCHVRCHES concert! @SMAccessories http://t.co/CfOLuMMIbS??? @carissavicencio	Mon Nov 24 18:27:15 IST 2014	0	0	14.538175,121.055514	Republic of the Philippines	Raphael 
536866145547354000	@dairychris @willsherwood89 @Sambrondanw @connorTR Oh I don't know Chris. Hoisting her up for a wk after calving would change ones tune ????	Mon Nov 24 18:27:18 IST 2014	0	0	51.982008,-4.526236	United Kingdom	Michael Behan
536866167659704000	Odiei o novo transformes, no cinema n??o via a hora de acabar	Mon Nov 24 18:27:23 IST 2014	0	0	-27.675353,-48.646532	Brasil	Alisson Espindola
536866184193663000	It maybe Monday but Blank Space was the first song on the radio. It has no choice but to be a good day	Mon Nov 24 18:27:27 IST 2014	0	0	34.904621,-82.716673	United States	savannah
536866187121263000	@AnjanaVJ in kanmoodi song Genelia's cuteness resembles like u...so kanmoodi song dedicated fr u nly.. http://t.co/F0G8PKSGJt	Mon Nov 24 18:27:28 IST 2014	0	0	8.722267,77.749175	India	`?????????????????????
536866200287195000	Real people want real music the jig is up	Mon Nov 24 18:27:31 IST 2014	0	0	-26.398687,28.168508	South Africa	DANI  DEE CrEeD
536866206662558000	There are only two songs I explicitly refuse to listen to: Blurred Lines and God Made Girls. I will change channels immeadiately.	Mon Nov 24 18:27:32 IST 2014	0	0	38.213659,-85.734678	United States	Elizabeth
536866212685550000	Inside by Stiltskin is #nowplaying in Robinsons, Belfast.  Download it now at http://t.co/7pFNucr2Yo	Mon Nov 24 18:27:34 IST 2014	0	0	54.595288,-5.934027	United Kingdom	Virtual Jukebox
536866219777724000	@frteventura @reaperowl dm number soon	Mon Nov 24 18:27:35 IST 2014	0	0	1.366586,103.896804	Singapore	Electric Cowboy.??
536866223313519000	@Louis_Tomlinson Hi LouisI think #FOUR is the best album in the world I got my #OTRATour tickets please follow me ILYSM[251	Mon Nov 24 18:27:36 IST 2014	0	0	-31.938922,115.932913	Australia	1D Stole my heart 
536866223267795000	Niquez vos races avec vos films Facebook pour vos amis/famille #Moutons	Mon Nov 24 18:27:36 IST 2014	0	0	48.256809,7.46035	France	Sarah ???????????? 
536866224970269000	@diljitdosanjh I dnt care wht the public think abt ur songs. Bt I really lov ur bhangra nd specially ur song pitala peg veer.. Stay blessed	Mon Nov 24 18:27:37 IST 2014	0	0	29.46911,75.074613	India	y????w??n PU??IA I????????
536866225364943000	@socialfundi1 Thank you! http://t.co/xgvE3Ofh48, http://t.co/rmQaTlwH7F, http://t.co/SOO8KWlBnk, firelightbandofbelievers@soundcloud.com	Mon Nov 24 18:27:37 IST 2014	0	0	36.425399,-90.925705	United States	FireLight
536866225843106000	Kuzenlerle delihaa???????? (@ Cinema Pink in Bursa, T??rkiye) https://t.co/aabjx5hhnR	Mon Nov 24 18:27:37 IST 2014	0	0	40.08555,29.510496	T??rkiye	G??knur Korkmaz
536866234714042000	@Tobby_e have you seen the video? ????	Mon Nov 24 18:27:39 IST 2014	0	0	43.767235,-79.500115	Canada	Beyonz 
536866236593091000	Au lieu de critiquer la politique de Fran??ois Hollande, verse l'argent g??n??r?? par ton livre dans l'??conomie du pays sale vip??re #LT	Mon Nov 24 18:27:39 IST 2014	0	0	48.512357,-2.750064	France	Tyrion Lannister
536866237381624000	I love listening to #ThunderingHerd He knows what his talking about!!	Mon Nov 24 18:27:40 IST 2014	0	0	36.892431,-79.405987	United States	Coach Wilson
536866238085861000	Amazing run enjoying the crisp morning air!!! #riseandrun #100byChristmas #TIUTeam #HolidayHunny @??? http://t.co/CK4ORWUMmR	Mon Nov 24 18:27:40 IST 2014	0	0	38.030137,23.71158	Greece	ioanna tsap
536866239722033000	"I hate the Christmas song that goes like ""do you hear what I hear"" solely because of the movie Gremlins...creeeepy"	Mon Nov 24 18:27:40 IST 2014	0	0	39.780485,-86.157044	United States	CARUSO OnTheRadio
536866242096022000	Anne k??z film keyfi..Unutursam f??s??lda.. (@ Bo??azi??i Sinemalar?? in Istanbul) https://t.co/10ZbNJnEON http://t.co/RbGxZTXxFA	Mon Nov 24 18:27:41 IST 2014	0	0	41.093185,29.094123	T??rkiye	ZeYN :)
536866246109966000	saudades dessa vida sexo drogas e rock n roll	Mon Nov 24 18:27:42 IST 2014	0	0	-25.358732,-49.260862	Brasil	carol 
536866251453530000	Listen to DouBoy x Nisha B x Al.Holla - Bedroom Bully by Al_Holla973 #np on #SoundCloudhttp://t.co/9ViGJgCOXY start ya mornin sex off right	Mon Nov 24 18:27:43 IST 2014	0	0	40.919843,-74.062389	United States	Al Holla
536866253382504000	Next weekend we have The Lagos Party XL !!! DJ Dynamite and G-man Int Will give us music for The??? http://t.co/RA3I8WWw2X	Mon Nov 24 18:27:43 IST 2014	0	0	52.341423,4.921102	Nederland	Club DNA Amsterdam
536866266548814000	2nd round (at @StarbucksMy in Kota Kinabalu, Sabah) http://t.co/EJIcAUoB5t	Mon Nov 24 18:27:47 IST 2014	0	0	5.979047,116.070803	Malaysia	Grace Pang
536866272450183000	@silentbob37uk this barely qualifies as a film trust me you'll see.	Mon Nov 24 18:27:48 IST 2014	0	0	51.557196,-0.120213	United Kingdom	adam
536866280456720000	"#????????_??????????????_??????????_??????_????????????   #Follow To Palestinian singer Laith ????????@laith_official http://t.co/v7J512Yy6J http://t.co/tbbI4P9X2I"""	Mon Nov 24 18:27:50 IST 2014	0	0	33.863203,35.49918	Lebanon	Israa Abdellatif
536866283586085000	?????????????????????????@Harry_Styles,hi angel????I Iove the new album #FOUR!And the #NightChangesVideo is so amazing!Please follow me!91x   ?????????????????????????	Mon Nov 24 18:27:51 IST 2014	0	0	50.861899,7.092185	Deutschland	Emma Styles
536866284059652000	With Tita, Agus, and PakBasuki at Jogging Track Brantas River ??? https://t.co/saLiKSFgLB	Mon Nov 24 18:27:51 IST 2014	0	0	-7.45837,112.43748	Indonesia	C i t r a
536866291592991000	Die Alone... Sexy Song... Amazing flow Simple words. #Shadyxv	Mon Nov 24 18:27:53 IST 2014	0	0	12.982548,77.69447	India	Sri
536866294554194000	@anitadynamits yo cuando estoy triste veo el video de la tortuga (voz nost??lgica) ???????? JAJAJAJAJA	Mon Nov 24 18:27:53 IST 2014	0	0	40.631758,-3.172325	Espa??a	Julia De la Torre
536866323947876000	His favorite Bingo song.. Gelak bukan main pdhal x klako pun.. Ayah buat lawak lagi klako.. ??????? http://t.co/oJxs22bV4f	Mon Nov 24 18:28:00 IST 2014	0	0	3.000275,101.520611	Malaysia	Nadia Nanad
536866324933132000	Bothered nku sa mood swings ko ah... #Bipolar piece o' shhhhh... ????	Mon Nov 24 18:28:01 IST 2014	0	0	10.717504,122.570657	Republic of the Philippines	Danielle A Delgado ???
536866328003351000	8) 3rd Language - Final Video German	Mon Nov 24 18:28:01 IST 2014	0	0	3.071061,101.498113	Malaysia	SHERIL
536866333095637000	Listen to the first single off #allthotsflytoatl called #tweetsfrom10000ft on 95.5 the beat (RIP)	Mon Nov 24 18:28:02 IST 2014	0	0	35.896536,-78.77903	United States	Jessica Murfree
536866350812377000	Listening to FOUR so show my support for my boys! I am so proud of @onedirection winning 3/3 AMAs!! http://t.co/ntiIveUMcR	Mon Nov 24 18:28:07 IST 2014	0	0	41.223436,-73.051243	United States	Jennifer Casella
536866361083847000	Lambat sang at ????	Mon Nov 24 18:28:09 IST 2014	0	0	3.446363,102.396614	Malaysia	put
536866364133507000	@NiallOfficial: Also @ArianaGrande was absolutely insane tonight ! Her vocal ability is just unbelievable ! What a voice ! Niall ti blocco	Mon Nov 24 18:28:10 IST 2014	0	0	43.945111,10.92098	Italia	Dudo [.___.]
536866365140111000	Voy en el metro y me falta na para ponerme a bailar en mitad del bag??n Dance In The Dark.	Mon Nov 24 18:28:10 IST 2014	0	0	41.448685,2.191879	Espa??a	JOSE
536866375235809000	Debating if I should be a rapper or singer ...	Mon Nov 24 18:28:13 IST 2014	0	0	38.003721,-78.493211	United States	 SHAD#???9???
536866376116621000	@bahraincityctr Don't even think to play it alone #Ouija ??? @ Bahrain City Center Cinema http://t.co/ec8svVHQCJ	Mon Nov 24 18:28:13 IST 2014	0	0	26.179808,50.560775	Bahrain	Ali Mohammed
536866378720875000	RT @DONGHAEisMINE: SuJu will attend Jiangsu TV 2015 New Year's concert on 12/31	Mon Nov 24 18:28:13 IST 2014	0	0	1.287886,103.829253	Singapore	Annice Cheong
536866381866623000	#AnjanaVJ hey anjana..! I would like u to play kanmoodi song..! Keep going dude..! awesome job  @SunMusic ..!	Mon Nov 24 18:28:14 IST 2014	0	0	13.065098,80.227628	India	Varun mj
536866396291207000	@chrismarsh1983 piece on my sternum!! Don't actually know what it looks like yet as she's drawing it specially	Mon Nov 24 18:28:18 IST 2014	0	0	52.629979,-1.15016	United Kingdom	L???rna Del Grey
536866403241173000	@Kaysmeen I'm sure ni ndrama...lemme DM my Acc number mweh...	Mon Nov 24 18:28:19 IST 2014	0	0	-26.023766,28.135017	South Africa	Bright Chinyimba Jr.
536866418462323000	Listening to Andy Williams in the car today. #crooner #canttakemyeyesoffyou	Mon Nov 24 18:28:23 IST 2014	0	0	52.166547,0.26856	United Kingdom	Patrick Lewis
536866419636326000	Putek dami nagtetext kakapalit ko lang ng number ???? paano?! ????????	Mon Nov 24 18:28:23 IST 2014	0	0	14.406592,121.044912	Republic of the Philippines	Yeye 
536866420202930000	?????????????????????????@Harry_Styles,hi angel????I Iove the new album #FOUR!And the #NightChangesVideo is so amazing!Please follow me!92x   ?????????????????????????	Mon Nov 24 18:28:23 IST 2014	0	0	50.861899,7.092185	Deutschland	Emma Styles
536866421935186000	@VogueLala @bodylanguage_9 tune of the year	Mon Nov 24 18:28:24 IST 2014	0	0	17.959344,-76.877976	Jamaica	Patrick Graham
536866429740802000	Josh Groban, I know you mean well but I need this Christmas music to stop and you're the only one who can end this.	Mon Nov 24 18:28:26 IST 2014	0	0	42.734552,-84.491183	United States	Ryen
536866434744218000	@lanapdelrey who?is that Lana Del Rey? your Profile photo?She's hot. She doesn't look like a singer. Lol	Mon Nov 24 18:28:27 IST 2014	0	0	14.458069,120.982284	Republic of the Philippines	Qt'Drixx Rampaiged!~
536866441119556000	this ain't the same summer song that you used to  know ????	Mon Nov 24 18:28:28 IST 2014	0	0	18.197527,120.589706	Republic of the Philippines	bea
536866451261768000	"Thank God u said to you""@DoyinTV: #PreviouslyOnDoyinTv: [MUSIC]: Davido(@iam_davido) ??? Owo Ni Kokor http://t.co/dqpKyGhR4r"""	Mon Nov 24 18:28:31 IST 2014	0	0	10.472506,7.408486	Nigeria	#TEAMalsina
536866464104714000	Certains toys are of occultic/demonic in theme. Also video games with its evil characters/plots. It is to condition/destroy a person.	Mon Nov 24 18:28:34 IST 2014	0	0	40.711167,-73.956669	United States	Angel Espada/1970
536866490377843000	?????????????????????????@Harry_Styles,hi angel????I Iove the new album #FOUR!And the #NightChangesVideo is so amazing!Please follow me!93x   ?????????????????????????	Mon Nov 24 18:28:40 IST 2014	0	0	50.861905,7.092193	Deutschland	Emma Styles
536866491388682000	Mrs.Willkie playing that funky music????????	Mon Nov 24 18:28:40 IST 2014	0	0	35.750409,-78.835761	United States	Connor Cundieff
536866493107945000	"#????????????_????????????   #Follow ????????To Palestinian singer Laith ????????@laith_official http://t.co/v7J512Yy6J http://t.co/tbbI4P9X2I"""	Mon Nov 24 18:28:41 IST 2014	0	0	33.863145,35.499178	Lebanon	Israa Abdellatif
536866502847513000	@MNEK you should be listening to everything by @yearsandyears and all I see by @bondaxuk #tune #MNEKMusicMonday	Mon Nov 24 18:28:43 IST 2014	0	0	51.495607,-0.041007	United Kingdom	ant cole
536866504655245000	??????????????? 6 ???????????? (2x3) (@ SFX Cinema (????????? ????????? ?????????????????? ?????????????????????) - @welovesf in Huai Khwang, Bangkok) https://t.co/EovcD2AW3d	Mon Nov 24 18:28:43 IST 2014	0	0	13.758831,100.566595	???????????????????????????	Warut is happy
536866512628634000	"#UNICEF condemns ""maid violence against baby"" in viral #Ugandan video. @UNICEFUganda"	Mon Nov 24 18:28:45 IST 2014	0	0	0.347021,32.611425	Uganda	Julius Mugambwa
536866521273106000	@NotesSahabat: #SobatIndonesia lagi pengen nonton film apa ?Hunger games	Mon Nov 24 18:28:47 IST 2014	0	0	-0.82645,117.24938	Indonesia	Egy 
536866522690765000	Make sure your video doesn't become a 'vanity film' otherwise the only person interested in it is you!	Mon Nov 24 18:28:48 IST 2014	0	0	53.432427,-2.165998	United Kingdom	BellyFlopTV
536866523370230000	#Ba??KomutanErdo??an #DurmakYokYolaDevam ak partiyle recep tayyip erdo??anla gurur duyuyorum bin odal?? de??il 5000 odal?? saraylara lay??ks??n usta	Mon Nov 24 18:28:48 IST 2014	0	0	41.000914,28.857716	T??rkiye	Evlad-?? Fatihan #AK
536866526016442000	and the record keep playing the same old song, the hipsters keep mugging on me all night long	Mon Nov 24 18:28:48 IST 2014	0	0	2.326576,102.079674	Malaysia	JAN
536866531897258000	?????????????????????????@Harry_Styles,hi angel????I Iove the new album #FOUR!And the #NightChangesVideo is so amazing!Please follow me!94x   ?????????????????????????	Mon Nov 24 18:28:50 IST 2014	0	0	50.861908,7.092197	Deutschland	Emma Styles
536866536041239000	Just entered to win a gold iPad Air 2   gold iPhone 6. Enter here... https://t.co/rcMtzkgs9R	Mon Nov 24 18:28:51 IST 2014	0	0	52.952947,-1.145463	United Kingdom	Lisa Etheridge
536866537807036000	@jonforeman today is my birthday and woke up to air 1 playing my fav band @switchfoot great start to my day????	Mon Nov 24 18:28:51 IST 2014	0	0	43.086456,-71.275162	United States	Lori Call
536866538666885000	I'm going to lay in bed all day and watch films ????	Mon Nov 24 18:28:51 IST 2014	0	0	52.528492,-1.038569	United Kingdom	ells
536866576310739000	Baru saja mengirim foto @ On The Rock Swimming Pool http://t.co/1VbnJhAogB	Mon Nov 24 18:29:00 IST 2014	0	0	-10.147397,123.614212	Indonesia	M???Swift
536866576453345000	"Sis...tu connais...la zik la c'est la mort..dance seulement RT @Miss237Faces: #NP: ""I wanna Be Star"" - Andy #Team237 #CamerTalent #CamerZik"	Mon Nov 24 18:29:00 IST 2014	0	0	3.821352,11.495959	Cameroon	Ngangue Jules Alf.???
536866577749377000	Selayaknya air dan tanah, jauh namu tak terpisah. Seperti luka dan nanah, meski sakit tapi saling jaga??? http://t.co/UyEBhkG6Mr	Mon Nov 24 18:29:01 IST 2014	0	0	-5.034844,119.68718	Indonesia	?????? ???????????? ????????
536866583608443000	#Gym & #dance session done ??? loving the new #music ... Makes my #heart sing. productive day so far.??? http://t.co/MkDkMguevR	Mon Nov 24 18:29:02 IST 2014	0	0	51.512392,-0.122917	United Kingdom	Sandra Radav
536866584481260000	@RogersBuzz Just before the @ShaniaTwain concert in Las Vegas. #Selfie #RoamOn #Landmark #CeasarsPalace #LasVegas http://t.co/dZSGqDvc8G	Mon Nov 24 18:29:02 IST 2014	0	0	44.614999,-63.617878	Canada	Mike Foley 
536866590563004000	?????????????????????????@Harry_Styles,hi angel????I Iove the new album #FOUR!And the #NightChangesVideo is so amazing!Please follow me!95x   ?????????????????????????	Mon Nov 24 18:29:04 IST 2014	0	0	50.861908,7.092197	Deutschland	Emma Styles
536866594517836000	Good music in jeepney. <3	Mon Nov 24 18:29:05 IST 2014	0	0	10.295963,123.882376	Republic of the Philippines	michael angelo
536866598116930000	We zijn aan de repetities begonnen. #LOTRinConcert #thelordoftheringsinconcert #sportpaleis #music??? http://t.co/6nBNHkH4Nu	Mon Nov 24 18:29:06 IST 2014	0	0	51.231501,4.440744	Belgi??	Tom Vercauteren
536866597831332000	@rexppascual nagpalit si joms ng number? Hahaha	Mon Nov 24 18:29:06 IST 2014	0	0	14.629458,120.964183	Republic of the Philippines	Anj ???
536866614709592000	1996 albums??? Best..2pacalypse Now	Mon Nov 24 18:29:10 IST 2014	0	0	-26.157495,28.260359	South Africa	Chulo
536866619264221000	What really happened during Love Song performance 1 #JDT http://t.co/ijrxfuWO5x	Mon Nov 24 18:29:11 IST 2014	0	0	14.815786,120.909948	Republic of the Philippines	vada
536866630937346000	The sun comes up, it's a new day dawning. It's time to sing Your song again. http://t.co/Xzcymn1c18	Mon Nov 24 18:29:13 IST 2014	0	0	40.266558,-78.852317	United States	Alison Caddy ???
536866634372092000	Welp ED SHEERAN ISNALSO COMING FOR A CONCERT HERE SJJSKSKAKKAKAKSKKS	Mon Nov 24 18:29:14 IST 2014	0	0	14.665636,121.057669	Republic of the Philippines	mauwee 
536866636310254000	Diooo suite soprano en vi??a rock ????????	Mon Nov 24 18:29:15 IST 2014	0	0	38.544332,-0.128859	Espa??a	Oliver
536866635689513000	@monmccallion @bradgrace26 lol x Freddie is my hero	Mon Nov 24 18:29:15 IST 2014	0	0	53.832463,-2.422566	United Kingdom	Sophie Hambling
536866637928862000	Ok I'm going to listen to The 1975 until I fall asleep, goodnight	Mon Nov 24 18:29:15 IST 2014	0	0	-37.612033,145.102129	Australia	ashlee jade 
536866649937568000	Psalm 91 pray for the people suffering from disease in West Africa	Mon Nov 24 18:29:18 IST 2014	0	0	28.02448,-82.123806	United States	Megan Giovenco
536866650738684000	I'm at Music Cafe in ??zmir, T??rkiye w/ @aybn01 @zelalakbayr https://t.co/1PYLzPjTzz	Mon Nov 24 18:29:18 IST 2014	0	0	38.461425,27.214677	T??rkiye	nehir
536866651757888000	Listening to Newsies and wondering how they clap so fast all day before I remember they're tap dancing	Mon Nov 24 18:29:18 IST 2014	0	0	52.881954,-0.671963	United Kingdom	Rachel Moore
536866652520853000	You've got to be your own hero.	Mon Nov 24 18:29:19 IST 2014	0	0	8.247692,123.846324	Republic of the Philippines	Quincy Jimenez
536866659844112000	Siya na ata ang pinaka cool at chill na Manager \m/ ????????????boss suzi you rock!! #Rockstarzs #HYPE??? http://t.co/NJkyjZ4aIj	Mon Nov 24 18:29:20 IST 2014	0	0	14.577118,121.019498	Republic of the Philippines	 Claire Prado ????????? 
536866660045845000	Resul Dindar - Ya??murun Damlalari 2014  - http://t.co/SynwYgkKI9	Mon Nov 24 18:29:20 IST 2014	0	0	40.574901,30.330712	T??rkiye	U??ur ??a??r?? Kutlu
536866662176141000	@frteventura @reaperowl u crazy ahh pass here jual number izit hahaha	Mon Nov 24 18:29:21 IST 2014	0	0	1.366523,103.896849	Singapore	Electric Cowboy.??
536866672640926000	dan aku belajar sesuatu daripada kejadian air tertumpah itu	Mon Nov 24 18:29:23 IST 2014	0	0	3.72315,103.125243	Malaysia	MAIZATUL
536866679725126000	"#??????????????????_???????????? #Follow ????????To Palestinian singer Laith ????????@laith_official http://t.co/v7J512Yy6J http://t.co/tbbI4P9X2I"""	Mon Nov 24 18:29:25 IST 2014	0	0	33.863242,35.499154	Lebanon	Israa Abdellatif
536866688164459000	Video is processing still so once thats done ramp that up to 1080p and enjoy <3	Mon Nov 24 18:29:27 IST 2014	0	0	51.591548,0.600485	United Kingdom	DarkSceneGaming
536866713925857000	I just want to lay in my bed and watch Gilmore girls all day long	Mon Nov 24 18:29:33 IST 2014	0	0	38.484593,-90.348137	United States	Sydney Gibson
536866715188331000	"Aki!! Why is this funny?? Surely, why am I laughing ????????""@ArcherMishale: @Arnimal2000 Penetrating the tourism industry, one rock at a time."""	Mon Nov 24 18:29:34 IST 2014	0	0	-1.330163,36.861691	Kenya	Missus Muchura
536866719210672000	Todo el a??o idealic?? al music wins con calor, solcito y birra. LA PUTA MADRE LLUVIA	Mon Nov 24 18:29:35 IST 2014	0	0	-34.576149,-58.422068	Argentina	Mar??a Antonela
536866725120467000	So at @LeedsMusic we're supporting @JamesRhodesDSTM campaign. @JoeWilsonLCoM signed the open letter to Govt. http://t.co/b61RjLA2ef #MusicEd	Mon Nov 24 18:29:36 IST 2014	0	0	53.817304,-1.550101	United Kingdom	Miz DeShannon
536866725606605000	Itu album Royal Pirates yg Love Toxic Deluxe Version di Indonesia ada gaa yaa? beneran lah pengen beli. ada yg tau?	Mon Nov 24 18:29:36 IST 2014	0	0	-6.898296,107.660864	Indonesia	Suci Cahyaningtyas
